<java.lang.System: java.io.PrintStream out>,<Pointer: void main(java.lang.String[])>/$r14,<Pointer: void main(java.lang.String[])>,0
<java.lang.System: java.io.InputStream in>,<Pointer: void main(java.lang.String[])>/$r4,<Pointer: void main(java.lang.String[])>,0
