<Pointer: void test(int)>/Cat.setParent/0,1
<Pointer: void morePlay(Cat)>/Cat.playWith/0,1
<Pointer: void morePlay(Cat)>/Cat.playWith/0,10
<Pointer: void test(int)>/Animal.play/0,1
<Pointer: void test(int)>/Animal.play/0,10
<Pointer: void morePlay(Cat)>/Cat.play/0,1
<Pointer: void morePlay(Cat)>/Cat.play/0,10
<Pointer: void test(int)>/Pointer.morePlay/0,1
<Pointer: void test(int)>/Pointer.morePlay/0,10
<Pointer: void morePlay(Cat)>/Cat.getParent/0,0
<Pointer: void main(java.lang.String[])>/java.io.BufferedReader.readLine/0,0
<Pointer: void main(java.lang.String[])>/java.lang.StringBuilder.append/1,0
<Pointer: void main(java.lang.String[])>/java.lang.StringBuilder.toString/0,0
<Pointer: void main(java.lang.String[])>/java.io.PrintStream.println/0,0
<Animal: Animal playWith(Animal)>/Animal.play/0,0
<Pointer: void main(java.lang.String[])>/java.lang.StringBuilder.append/0,0
<Pointer: void morePlay(Cat)>/Cat.playWith/1,0
<Pointer: void main(java.lang.String[])>/Pointer.test/0,0
