Animal,0
Animal,1
Animal,10
Cat,0
Cat,1
Cat,10
Dog,0
Pointer,0
java.lang.StringBuilder,0
java.io.BufferedReader,0
java.io.InputStreamReader,0
java.lang.System,0
java.lang.Object,0
java.lang.Object,1
java.lang.Object,10
