right,5,5
right,5,6
right,5,7
right,5,8
right,5,9
right,5,10
right,11,11
right,11,12
right,11,13
right,11,14
right,11,15
right,11,16
right,11,17
right,11,18
right,11,19
right,11,20
right,11,21
right,11,22
right,11,23
right,11,24
right,11,25
right,11,26
right,11,27
right,11,28
right,11,29
right,11,30
right,11,31
right,11,32
right,11,33
right,11,34
right,11,35
right,11,36
right,11,37
right,11,38
right,11,39
right,11,40
right,11,41
right,42,42
right,42,43
right,42,44
right,42,45
right,42,46
right,42,47
right,42,48
right,42,49
right,42,50
right,42,51
right,42,52
right,42,53
right,54,54
right,54,55
right,54,56
right,54,57
right,54,58
right,54,59
right,54,60
right,54,61
right,62,62
right,62,63
right,62,64
right,62,65
right,62,66
right,62,67
right,62,68
right,62,69
right,62,70
right,71,71
right,71,72
right,71,73
right,71,74
right,71,75
right,71,76
right,71,77
right,71,78
right,71,79
right,71,80
right,81,81
right,81,82
right,81,83
right,81,84
right,81,85
right,81,86
right,81,87
right,81,88
right,89,89
right,90,90
right,90,91
right,90,92
right,90,93
right,90,94
right,90,95
right,90,96
right,90,97
right,90,98
right,90,99
right,90,100
right,90,101
right,90,102
right,90,103
right,90,104
right,90,105
right,90,106
right,90,107
right,90,108
right,90,109
right,90,110
right,90,111
right,112,112
right,112,113
right,112,114
right,112,115
right,112,116
right,112,117
right,112,118
right,112,119
right,112,120
right,112,121
right,112,122
right,112,123
right,112,124
right,112,125
right,112,126
right,112,127
right,112,128
right,112,129
right,112,130
right,112,131
right,112,132
right,112,133
right,112,134
right,112,135
right,136,136
right,136,137
right,136,138
right,139,139
right,139,140
right,139,141
left,5,5
left,5,6
left,5,7
left,5,8
left,5,9
left,5,10
left,11,11
left,11,12
left,11,13
left,11,14
left,11,15
left,11,16
left,11,17
left,11,18
left,11,19
left,11,20
left,11,21
left,11,22
left,11,23
left,11,24
left,11,25
left,11,26
left,11,27
left,11,28
left,11,29
left,11,30
left,11,31
left,11,32
left,11,33
left,11,34
left,11,35
left,11,36
left,11,37
left,11,38
left,11,39
left,11,40
left,11,41
left,42,42
left,42,43
left,42,44
left,42,45
left,42,46
left,42,47
left,42,48
left,42,49
left,42,50
left,42,51
left,42,52
left,42,53
left,54,54
left,54,55
left,54,56
left,54,57
left,54,58
left,54,59
left,54,60
left,54,61
left,62,62
left,62,63
left,62,64
left,62,65
left,62,66
left,62,67
left,62,68
left,62,69
left,62,70
left,71,71
left,71,72
left,71,73
left,71,74
left,71,75
left,71,76
left,71,77
left,71,78
left,71,79
left,71,80
left,81,81
left,81,82
left,81,83
left,81,84
left,81,85
left,81,86
left,81,87
left,81,88
left,89,89
left,90,90
left,90,91
left,90,92
left,90,93
left,90,94
left,90,95
left,90,96
left,90,97
left,90,98
left,90,99
left,90,100
left,90,101
left,90,102
left,90,103
left,90,104
left,90,105
left,90,106
left,90,107
left,90,108
left,90,109
left,90,110
left,90,111
left,112,112
left,112,113
left,112,114
left,112,115
left,112,116
left,112,117
left,112,118
left,112,119
left,112,120
left,112,121
left,112,122
left,112,123
left,112,124
left,112,125
left,112,126
left,112,127
left,112,128
left,112,129
left,112,130
left,112,131
left,112,132
left,112,133
left,112,134
left,112,135
left,136,136
left,136,137
left,136,138
left,139,139
left,139,140
left,139,141
