right,11,20,20
right,11,20,21
right,11,20,22
right,11,20,23
right,11,20,24
right,11,20,25
right,11,20,26
right,11,20,27
right,11,20,28
right,11,20,29
right,11,20,30
right,11,20,31
right,11,20,32
right,11,20,33
right,11,34,34
right,11,34,35
right,11,34,36
right,11,34,37
right,11,38,38
right,11,38,39
right,11,38,40
right,11,38,41
right,42,44,44
right,42,44,45
right,42,44,46
right,42,44,47
right,42,44,48
right,42,44,49
right,42,50,50
right,42,50,51
right,42,50,52
right,42,50,53
right,54,56,56
right,54,56,57
right,54,56,58
right,54,56,59
right,54,56,60
right,54,56,61
right,54,62,62
right,54,62,63
right,54,62,64
right,54,62,65
right,54,62,66
right,54,62,67
right,69,69,69
right,69,69,70
right,69,69,71
right,69,69,72
right,69,69,73
right,69,69,74
right,69,75,75
right,69,75,76
right,69,75,77
right,69,75,78
right,79,81,81
right,79,81,82
right,79,81,83
right,79,81,84
right,79,81,85
right,79,81,86
right,88,88,88
right,88,88,89
right,88,88,90
right,88,88,91
right,88,88,92
right,88,88,93
right,94,94,94
right,94,94,95
right,94,94,96
right,94,94,97
right,94,94,98
right,94,94,99
right,94,94,100
right,94,94,101
right,94,94,102
right,94,94,103
right,94,94,104
right,94,94,105
right,94,94,109
right,94,94,110
right,94,94,111
right,94,94,112
right,94,94,113
right,94,94,114
right,115,117,117
right,118,118,118
right,118,118,119
right,118,118,120
