right,5,5
right,6,5
right,7,5
right,8,5
right,9,5
right,10,5
right,11,11
right,12,11
right,13,11
right,14,11
right,15,11
right,16,11
right,17,11
right,18,11
right,19,11
right,20,11
right,21,11
right,22,11
right,23,11
right,24,11
right,25,11
right,26,11
right,27,11
right,28,11
right,29,11
right,30,11
right,31,11
right,32,11
right,33,11
right,34,11
right,35,11
right,36,11
right,37,11
right,38,11
right,39,11
right,40,11
right,41,11
right,42,11
right,43,11
right,44,11
right,45,11
right,46,11
right,47,11
right,48,11
right,49,11
right,50,11
right,51,11
right,52,11
right,53,11
right,54,11
right,55,11
right,56,11
right,57,11
right,58,11
right,59,11
right,60,11
right,61,11
right,62,11
right,63,11
right,64,11
right,65,11
right,66,11
right,67,11
right,68,11
right,69,11
right,70,11
right,71,71
right,72,71
right,73,71
right,74,71
right,75,71
right,76,71
right,77,77
right,78,77
right,79,77
right,80,77
right,81,77
right,82,77
right,83,77
right,84,77
right,85,85
right,86,85
right,87,85
right,88,85
right,89,85
right,90,85
right,91,85
right,92,85
right,93,85
right,94,85
right,95,85
right,96,96
right,97,96
right,98,96
right,99,96
right,100,96
right,101,96
right,102,96
right,103,96
right,104,96
right,105,96
right,106,96
right,107,96
right,108,96
right,109,109
right,110,109
right,111,109
right,112,109
right,113,109
right,114,109
right,115,109
right,116,109
right,117,109
right,118,109
right,119,109
right,120,109
right,121,109
right,122,109
right,123,109
right,124,109
right,125,109
right,126,109
right,127,109
right,128,109
right,129,109
right,130,109
right,131,109
right,132,109
right,133,109
right,134,109
right,135,109
right,136,109
right,137,109
right,138,109
right,139,109
right,140,109
right,141,109
right,142,109
right,143,109
right,144,109
right,145,109
right,146,109
right,147,109
right,148,109
right,149,109
right,150,109
right,151,109
right,152,109
right,153,153
right,154,154
right,155,154
right,156,154
right,157,154
right,158,154
right,159,154
right,160,154
right,161,154
right,162,154
