right,44,x
right,45,y
right,50,x
right,51,y
right,56,x
right,57,y
right,62,x
right,63,y
right,68,x
right,69,y
right,74,x
right,75,y
right,112,a
right,117,a
right,122,a
right,123,b
right,128,a
right,129,b
right,135,a
right,136,b
right,146,a
