131,target,IntegerLiteral,,1,130,target
132,target,VarDeclStmt,,,122,target
133,target,Modifiers,,,132,target
134,target,List,,,133,target
135,target,PrimitiveTypeAccess,int,,132,target
136,target,List,,,132,target
137,target,VariableDeclarator,b,,136,target
138,target,List,,,137,target
139,target,Opt,,,137,target
140,target,IntegerLiteral,,3,139,target
141,target,VarDeclStmt,,,122,target
142,target,Modifiers,,,141,target
143,target,List,,,142,target
144,target,PrimitiveTypeAccess,int,,141,target
145,target,List,,,141,target
146,target,VariableDeclarator,c,,145,target
147,target,List,,,146,target
148,target,Opt,,,146,target
149,target,AddExpr,,,148,target
150,target,VarAccess,a,,149,target
151,target,VarAccess,b,,149,target
152,target,VarDeclStmt,,,122,target
153,target,Modifiers,,,152,target
154,target,List,,,153,target
155,target,PrimitiveTypeAccess,int,,152,target
156,target,List,,,152,target
157,target,VariableDeclarator,k,,156,target
158,target,List,,,157,target
159,target,Opt,,,157,target
160,target,IntegerLiteral,,7,159,target
161,target,ExprStmt,,,122,target
162,target,AssignSimpleExpr,,,161,target
163,target,VarAccess,b,,162,target
164,target,VarAccess,a,,162,target
165,target,Opt,,,117,target
166,target,VarDeclStmt,,,116,target
167,target,Modifiers,,,166,target
168,target,List,,,167,target
169,target,PrimitiveTypeAccess,int,,166,target
170,target,List,,,166,target
171,target,VariableDeclarator,i,,170,target
172,target,List,,,171,target
173,target,Opt,,,171,target
174,target,IntegerLiteral,,1,173,target
