right,25,56,a,52,c
right,25,76,a,75,b
right,34,57,b,52,c
right,34,94,b,90,j
right,52,84,c,83,b
right,52,95,c,90,j
right,75,94,b,90,j
right,83,94,b,90,j
right,116,138,a,134,c
right,116,152,a,151,b
right,125,139,b,134,c
right,151,139,b,134,c
