right,ForLoop,foo,25,a
right,ForLoop,foo,34,b
right,ForLoop,foo,52,c
right,ForLoop,foo,63,k
right,ForLoop,foo,90,j
right,ForLoop,fox,116,a
right,ForLoop,fox,125,b
right,ForLoop,fox,134,c
right,ForLoop,fox,145,k
right,ForLoop,fox,159,i
