right,ForLoop,foo,25,a,25
right,ForLoop,foo,34,b,34
right,ForLoop,foo,52,c,52
right,ForLoop,foo,63,k,63
right,ForLoop,foo,90,j,90
right,ForLoop,fox,116,a,116
right,ForLoop,fox,125,b,125
right,ForLoop,fox,134,c,134
right,ForLoop,fox,145,k,145
right,ForLoop,fox,159,i,159
