right,11,36,x,36
right,11,36,x,37
right,11,36,x,38
right,11,36,x,39
right,11,36,x,40
right,11,36,x,41
right,42,36,x,42
right,42,36,x,43
right,42,36,x,44
right,42,36,x,45
right,42,36,x,46
right,42,36,x,47
right,42,36,x,48
right,42,36,x,49
right,42,36,x,50
right,42,36,x,51
right,42,36,x,52
right,42,36,x,53
right,42,46,y,46
right,42,46,y,47
right,42,46,y,48
right,42,46,y,49
right,42,46,y,50
right,42,46,y,51
right,42,46,y,52
right,42,46,y,53
right,54,36,x,54
right,54,36,x,55
right,54,36,x,56
right,54,36,x,57
right,54,46,y,54
right,54,46,y,55
right,54,46,y,56
right,54,46,y,57
right,54,46,y,58
right,54,46,y,59
right,54,46,y,60
right,54,46,y,61
right,54,58,x,58
right,54,58,x,59
right,54,58,x,60
right,54,58,x,61
right,62,36,x,62
right,62,46,y,62
right,63,36,x,63
right,63,36,x,64
right,63,36,x,65
right,63,36,x,66
right,63,36,x,67
right,63,36,x,68
right,63,36,x,69
right,63,36,x,70
right,63,36,x,71
right,63,36,x,72
right,63,46,y,63
right,63,46,y,64
right,63,46,y,65
right,63,46,y,66
right,63,46,y,67
right,63,46,y,68
right,63,46,y,69
right,63,46,y,70
right,63,46,y,71
right,63,46,y,72
right,63,58,x,63
right,63,58,x,64
right,63,58,x,65
right,63,58,x,66
right,63,58,x,67
right,63,58,x,68
right,63,58,x,69
right,63,58,x,70
right,63,58,x,71
right,63,58,x,72
right,63,65,z,65
right,63,65,z,66
right,63,65,z,67
right,63,65,z,68
right,63,65,z,69
right,63,65,z,70
right,63,65,z,71
right,63,65,z,72
right,73,36,x,73
right,73,36,x,74
right,73,36,x,75
right,73,36,x,76
right,73,46,y,73
right,73,46,y,74
right,73,46,y,75
right,73,46,y,76
right,73,46,y,77
right,73,46,y,78
right,73,46,y,79
right,73,46,y,80
right,73,58,x,73
right,73,58,x,74
right,73,58,x,75
right,73,58,x,76
right,73,65,z,73
right,73,65,z,74
right,73,65,z,75
right,73,65,z,76
right,73,65,z,77
right,73,65,z,78
right,73,65,z,79
right,73,65,z,80
right,73,77,x,77
right,73,77,x,78
right,73,77,x,79
right,73,77,x,80
right,81,36,x,81
right,81,46,y,81
right,81,58,x,81
right,81,65,z,81
right,82,36,x,82
right,82,36,x,83
right,82,36,x,84
right,82,36,x,85
right,82,36,x,86
right,82,36,x,87
right,82,46,y,82
right,82,46,y,83
right,82,46,y,84
right,82,46,y,85
right,82,46,y,86
right,82,46,y,87
right,82,58,x,82
right,82,58,x,83
right,82,58,x,84
right,82,58,x,85
right,82,58,x,86
right,82,58,x,87
right,82,65,z,82
right,82,65,z,83
right,82,77,x,82
right,82,77,x,83
right,82,77,x,84
right,82,77,x,85
right,82,77,x,86
right,82,77,x,87
right,82,84,z,84
right,82,84,z,85
right,82,84,z,86
right,82,84,z,87
right,88,36,x,88
right,88,36,x,89
right,88,36,x,90
right,88,36,x,91
right,88,36,x,92
right,88,36,x,93
right,88,36,x,94
right,88,36,x,95
right,88,36,x,96
right,88,36,x,97
right,88,36,x,98
right,88,36,x,99
right,88,36,x,100
right,88,36,x,101
right,88,36,x,102
right,88,36,x,103
right,88,36,x,104
right,88,36,x,105
right,88,36,x,106
right,88,36,x,107
right,88,46,y,88
right,88,46,y,89
